Protein	Annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Succinate_1 Spectral Count	Succinate_2 Spectral Count	Succinate_3 Spectral Count	PELW_1 Spectral Count	PELW_2 Spectral Count	PELW_3 Spectral Count	Succinate_1 Unique Spectral Count	Succinate_2 Unique Spectral Count	Succinate_3 Unique Spectral Count	PELW_1 Unique Spectral Count	PELW_2 Unique Spectral Count	PELW_3 Unique Spectral Count	Succinate_1 Total Spectral Count	Succinate_2 Total Spectral Count	Succinate_3 Total Spectral Count	PELW_1 Total Spectral Count	PELW_2 Total Spectral Count	PELW_3 Total Spectral Count	Succinate_1 Intensity	Succinate_2 Intensity	Succinate_3 Intensity	PELW_1 Intensity	PELW_2 Intensity	PELW_3 Intensity	Succinate_1 MaxLFQ Intensity	Succinate_2 MaxLFQ Intensity	Succinate_3 MaxLFQ Intensity	PELW_1 MaxLFQ Intensity	PELW_2 MaxLFQ Intensity	PELW_3 MaxLFQ Intensity	Indistinguishable Proteins
RhASF-10_1_2808	RhASF-10_1_2808 rank: D; Methyltransferase domain [PF13649.11]; Methyltransferase domain [PF08241.17]; Tellurite resistance protein TehB [PF03848.19]; Methyltransferase domain [PF13847.11]; Methyltransferase domain [PF13489.11]; Nodulation protein S (NodS) [PF05401.16]; Methyltransferase domain [PF08242.17]; Mycolic acid cyclopropane synthetase [PF02353.25]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.18]; Methyltransferase small domain [PF05175.19]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]; Ribosomal RNA adenine dimethylase [PF00398.25] (db=pfam)	RhASF-10_1_2808 rank: D; Methyltransferase domain [PF13649.11]; Methyltransferase domain [PF08241.17]; Tellurite resistance protein TehB [PF03848.19]; Methyltransferase domain [PF13847.11]; Methyltransferase domain [PF13489.11]; Nodulation protein S (NodS) [PF05401.16]; Methyltransferase domain [PF08242.17]; Mycolic acid cyclopropane synthetase [PF02353.25]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.18]; Methyltransferase small domain [PF05175.19]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]; Ribosomal RNA adenine dimethylase [PF00398.25] (db=pfam)		195			RhASF-10_1_2808 rank: D; Methyltransferase domain [PF13649.11]; Methyltransferase domain [PF08241.17]; Tellurite resistance protein TehB [PF03848.19]; Methyltransferase domain [PF13847.11]; Methyltransferase domain [PF13489.11]; Nodulation protein S (NodS) [PF05401.16]; Methyltransferase domain [PF08242.17]; Mycolic acid cyclopropane synthetase [PF02353.25]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.18]; Methyltransferase small domain [PF05175.19]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]; Ribosomal RNA adenine dimethylase [PF00398.25] (db=pfam)	1.0	0.999	8	76	76	76	11	14	12	12	14	13	11	14	12	12	14	13	11	14	12	12	14	13	351308.75	363640.7	366446.28	301978.16	263069.94	278716.56	102746.54	108913.95	107686.516	88113.48	89354.41	81617.4	
RhASF-10_1_2809	RhASF-10_1_2809 rank: D; Predicted membrane protein (DUF2254) [PF10011.14] (db=pfam)	RhASF-10_1_2809 rank: D; Predicted membrane protein (DUF2254) [PF10011.14] (db=pfam)		443			RhASF-10_1_2809 rank: D; Predicted membrane protein (DUF2254) [PF10011.14] (db=pfam)	1.0	0.999	5	26	26	26	2	4	0	3	10	7	2	4	0	3	10	7	2	4	0	3	10	7	37646.78	40040.863	38888.85	77737.5	66338.73	48710.79	17081.54	18124.664	18523.262	20204.758	22641.62	18196.795	
RhASF-10_1_2810	RhASF-10_1_2810 rank: D; Transcriptional regulator SarA/Rot [PF22381.1]; MarR family [PF01047.27]; Winged helix DNA-binding domain [PF13463.11]; MarR family [PF12802.12] (db=pfam)	RhASF-10_1_2810 rank: D; Transcriptional regulator SarA/Rot [PF22381.1]; MarR family [PF01047.27]; Winged helix DNA-binding domain [PF13463.11]; MarR family [PF12802.12] (db=pfam)		177			RhASF-10_1_2810 rank: D; Transcriptional regulator SarA/Rot [PF22381.1]; MarR family [PF01047.27]; Winged helix DNA-binding domain [PF13463.11]; MarR family [PF12802.12] (db=pfam)	1.0	0.999	9	115	115	115	19	19	19	21	18	19	19	19	19	21	18	19	19	19	19	21	18	19	345487.0	290953.3	362313.2	410386.28	341625.6	340412.94	114949.13	102392.04	113816.52	129407.89	113750.914	124825.375	
RhASF-10_1_2812	RhASF-10_1_2812 rank: C; enoyl-CoA hydratase [EC:4.2.1.17] (db=kegg)	RhASF-10_1_2812 rank: C; enoyl-CoA hydratase [EC:4.2.1.17] (db=kegg)		258			RhASF-10_1_2812 rank: C; enoyl-CoA hydratase [EC:4.2.1.17] (db=kegg)	1.0	0.999	15	183	183	183	23	27	31	28	42	32	23	27	31	28	42	32	23	27	31	28	42	32	732530.25	741081.9	705442.5	2065058.5	1556463.8	2087960.4	179025.7	183245.12	177620.5	501675.6	430314.97	491789.22	
RhASF-10_1_2813	RhASF-10_1_2813 rank: C; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31] (db=kegg)	RhASF-10_1_2813 rank: C; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31] (db=kegg)		302			RhASF-10_1_2813 rank: C; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31] (db=kegg)	1.0	0.999	9	138	138	138	31	14	18	20	30	25	31	14	18	20	30	25	31	14	18	20	30	25	292255.03	228344.45	223236.56	660498.1	441488.97	819656.25	80523.305	66111.06	64658.258	157043.44	121152.41	216855.78	
RhASF-10_1_2814	RhASF-10_1_2814 rank: C; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4] (db=kegg)	RhASF-10_1_2814 rank: C; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4] (db=kegg)		352			RhASF-10_1_2814 rank: C; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4] (db=kegg)	1.0	0.999	15	160	160	160	28	22	23	27	33	27	28	22	23	27	33	27	28	22	23	27	33	27	350987.56	348129.12	341008.3	1151289.2	1086836.9	1205683.9	87931.93	85774.71	88152.87	269744.47	257411.06	287987.28	
RhASF-10_1_2815	RhASF-10_1_2815 rank: C; isobutyryl-CoA dehydrogenase [EC:1.3.99.-] (db=kegg)	RhASF-10_1_2815 rank: C; isobutyryl-CoA dehydrogenase [EC:1.3.99.-] (db=kegg)		379			RhASF-10_1_2815 rank: C; isobutyryl-CoA dehydrogenase [EC:1.3.99.-] (db=kegg)	1.0	0.999	19	209	209	209	22	23	30	41	43	50	22	23	30	41	43	50	22	23	30	41	43	50	542181.9	2677035.5	398665.38	3207730.5	2345617.0	1570282.9	260143.3	257721.55	254743.39	804336.75	805061.4	757065.9	
RhASF-10_1_2816	RhASF-10_1_2816 rank: C; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27] (db=kegg)	RhASF-10_1_2816 rank: C; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27] (db=kegg)		502			RhASF-10_1_2816 rank: C; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27] (db=kegg)	1.0	0.999	28	746	746	746	92	97	96	143	162	156	92	97	96	143	162	156	92	97	96	143	162	156	2535189.0	2504291.5	2474728.0	6576982.5	5874033.5	6987439.0	297042.66	285246.06	279043.62	813644.94	727842.1	819035.25	
RhASF-10_1_2817	RhASF-10_1_2817 rank: E	RhASF-10_1_2817 rank: E		250			RhASF-10_1_2817 rank: E	0.9998	0.999	2	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	7908.671	0.0	5010.5356	5864.424	12409.281	9100.945	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_2818	RhASF-10_1_2818 rank: D; SNF2-related domain [PF00176.28]; SNF2 Helicase protein [PF12419.13]; Helicase conserved C-terminal domain [PF00271.36] (db=pfam)	RhASF-10_1_2818 rank: D; SNF2-related domain [PF00176.28]; SNF2 Helicase protein [PF12419.13]; Helicase conserved C-terminal domain [PF00271.36] (db=pfam)		943			RhASF-10_1_2818 rank: D; SNF2-related domain [PF00176.28]; SNF2 Helicase protein [PF12419.13]; Helicase conserved C-terminal domain [PF00271.36] (db=pfam)	1.0	0.999	30	179	179	179	19	24	15	41	38	42	19	24	15	41	38	42	19	24	15	41	38	42	279905.75	330174.12	320567.53	429971.44	451176.72	435260.78	34047.78	36912.85	34608.35	45852.62	50116.496	46389.566	
RhASF-10_1_2819	RhASF-10_1_2819 rank: D; Alcohol dehydrogenase GroES-like domain [PF08240.17]; Zinc-binding dehydrogenase [PF13602.11] (db=pfam)	RhASF-10_1_2819 rank: D; Alcohol dehydrogenase GroES-like domain [PF08240.17]; Zinc-binding dehydrogenase [PF13602.11] (db=pfam)		303			RhASF-10_1_2819 rank: D; Alcohol dehydrogenase GroES-like domain [PF08240.17]; Zinc-binding dehydrogenase [PF13602.11] (db=pfam)	1.0	0.999	7	61	61	61	11	11	11	10	7	11	11	11	11	10	7	11	11	11	11	10	7	11	142957.0	188535.4	164957.03	191505.3	171622.38	211520.89	50447.855	52333.406	50145.58	58189.504	51558.32	59577.008	
RhASF-10_1_2821	RhASF-10_1_2821 rank: D; Shikimate dehydrogenase substrate binding domain [PF08501.16] (db=pfam)	RhASF-10_1_2821 rank: D; Shikimate dehydrogenase substrate binding domain [PF08501.16] (db=pfam)		258			RhASF-10_1_2821 rank: D; Shikimate dehydrogenase substrate binding domain [PF08501.16] (db=pfam)	1.0	0.999	3	24	24	24	3	3	5	5	4	4	3	3	5	5	4	4	3	3	5	5	4	4	152216.84	130736.875	153080.78	221865.17	144345.8	212242.77	109544.04	94468.9	111680.445	139962.75	78468.586	144365.77	
RhASF-10_1_2822	RhASF-10_1_2822 rank: C; glucosamine-6-phosphate deaminase [EC:3.5.99.6] (db=kegg)	RhASF-10_1_2822 rank: C; glucosamine-6-phosphate deaminase [EC:3.5.99.6] (db=kegg)		281			RhASF-10_1_2822 rank: C; glucosamine-6-phosphate deaminase [EC:3.5.99.6] (db=kegg)	1.0	0.999	7	88	88	88	10	15	17	20	10	16	10	15	17	20	10	16	10	15	17	20	10	16	123315.4	169243.78	134971.36	326621.94	228064.8	340201.8	32472.889	36652.94	33757.594	70778.2	58659.535	73139.5	
RhASF-10_1_2823	RhASF-10_1_2823 rank: C; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25] (db=kegg)	RhASF-10_1_2823 rank: C; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25] (db=kegg)		394			RhASF-10_1_2823 rank: C; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25] (db=kegg)	1.0	0.999	12	105	105	105	6	15	13	19	23	29	6	15	13	19	23	29	6	15	13	19	23	29	152565.25	166422.62	174493.75	284732.2	334214.84	334195.75	30480.607	32377.863	32539.98	63542.69	68688.695	67225.91	
RhASF-10_1_2824	RhASF-10_1_2824 rank: C; N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193] (db=kegg)	RhASF-10_1_2824 rank: C; N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193] (db=kegg)		415			RhASF-10_1_2824 rank: C; N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193] (db=kegg)	1.0	0.999	5	81	81	81	12	17	14	11	13	14	12	17	14	11	13	14	12	17	14	11	13	14	130351.97	142080.78	145862.0	360858.72	273211.97	285153.1	71356.3	81727.82	81820.76	148375.77	156242.33	135567.86	
RhASF-10_1_2825	RhASF-10_1_2825 rank: C; N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193] (db=kegg)	RhASF-10_1_2825 rank: C; N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193] (db=kegg)		76			RhASF-10_1_2825 rank: C; N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193] (db=kegg)	0.9998	0.999	2	4	4	4	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0.0	0.0	0.0	36856.805	9936.317	47072.406	0.0	0.0	0.0	36147.746	0.0	34956.047	
RhASF-10_1_2826	RhASF-10_1_2826 rank: D; phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1 [PF00358.25] (db=pfam)	RhASF-10_1_2826 rank: D; phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1 [PF00358.25] (db=pfam)		153			RhASF-10_1_2826 rank: D; phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1 [PF00358.25] (db=pfam)	1.0	0.999	7	73	73	73	8	10	5	20	15	15	8	10	5	20	15	15	8	10	5	20	15	15	148306.38	96831.65	123196.68	374058.9	310381.66	375018.9	51331.395	37887.434	44644.156	149228.56	116872.0	154356.86	
RhASF-10_1_2827	RhASF-10_1_2827 rank: C; GntR family transcriptional regulator, N-acetylglucosamine utilization regulator (db=kegg)	RhASF-10_1_2827 rank: C; GntR family transcriptional regulator, N-acetylglucosamine utilization regulator (db=kegg)		247			RhASF-10_1_2827 rank: C; GntR family transcriptional regulator, N-acetylglucosamine utilization regulator (db=kegg)	1.0	0.999	14	121	121	121	17	20	18	20	22	24	17	20	18	20	22	24	17	20	18	20	22	24	345986.16	1255045.8	335764.6	1189941.2	445069.66	552411.8	120298.61	124109.5	121789.98	176110.44	219103.5	181926.44	
RhASF-10_1_2828	RhASF-10_1_2828 rank: C; benzoate membrane transport protein (db=kegg)	RhASF-10_1_2828 rank: C; benzoate membrane transport protein (db=kegg)		405			RhASF-10_1_2828 rank: C; benzoate membrane transport protein (db=kegg)	0.987	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	7272.5356	6776.727	5779.5254	11176.317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_2829	RhASF-10_1_2829 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)	RhASF-10_1_2829 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)		157			RhASF-10_1_2829 rank: C; acyl-CoA thioester hydrolase [EC:3.1.2.-] (db=kegg)	1.0	0.999	8	96	96	96	18	16	20	12	13	17	18	16	20	12	13	17	18	16	20	12	13	17	550135.75	536602.3	559448.8	470796.25	397919.84	464554.16	167261.45	175561.17	176394.27	143733.31	129029.49	144689.89	
RhASF-10_1_283	RhASF-10_1_283 rank: D; O-methyltransferase [PF01596.22]; Methyltransferase domain [PF13578.11]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]; Spermine/spermidine synthase domain [PF01564.22]; Methyltransferase domain [PF13847.11] (db=pfam)	RhASF-10_1_283 rank: D; O-methyltransferase [PF01596.22]; Methyltransferase domain [PF13578.11]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]; Spermine/spermidine synthase domain [PF01564.22]; Methyltransferase domain [PF13847.11] (db=pfam)		266			RhASF-10_1_283 rank: D; O-methyltransferase [PF01596.22]; Methyltransferase domain [PF13578.11]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]; Spermine/spermidine synthase domain [PF01564.22]; Methyltransferase domain [PF13847.11] (db=pfam)	0.987	0.999	2	5	5	5	1	1	0	0	3	0	1	1	0	0	3	0	1	1	0	0	3	0	0.0	819.82886	0.0	5733.233	16348.935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_2830	RhASF-10_1_2830 rank: D; Phosphotransferase enzyme family [PF01636.28]; Uncharacterized oxidoreductase dhs-27 [PF07914.16] (db=pfam)	RhASF-10_1_2830 rank: D; Phosphotransferase enzyme family [PF01636.28]; Uncharacterized oxidoreductase dhs-27 [PF07914.16] (db=pfam)		341			RhASF-10_1_2830 rank: D; Phosphotransferase enzyme family [PF01636.28]; Uncharacterized oxidoreductase dhs-27 [PF07914.16] (db=pfam)	1.0	0.999	14	194	194	194	29	29	23	35	43	35	29	29	23	35	43	35	29	29	23	35	43	35	960404.6	976056.4	966066.06	1189442.6	1204402.5	1322583.2	188378.11	195723.95	183747.8	252562.86	297204.94	276949.16	
RhASF-10_1_2833	RhASF-10_1_2833 rank: C; proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1] (db=kegg)	RhASF-10_1_2833 rank: C; proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1] (db=kegg)		473			RhASF-10_1_2833 rank: C; proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1] (db=kegg)	1.0	0.999	14	368	368	368	50	42	55	74	69	78	50	42	55	74	69	78	50	42	55	74	69	78	1013323.75	1056525.2	1205399.6	3577609.2	1826633.9	3937515.0	207503.56	214946.56	247705.7	677115.44	438079.06	769830.0	
RhASF-10_1_2835	RhASF-10_1_2835 rank: C; proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1] (db=kegg)	RhASF-10_1_2835 rank: C; proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1] (db=kegg)		372			RhASF-10_1_2835 rank: C; proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1] (db=kegg)	1.0	0.999	22	522	522	522	59	57	67	119	94	126	59	57	67	119	94	126	59	57	67	119	94	126	1872616.1	1908540.4	2184526.0	7032988.0	4631974.0	7749529.5	283147.28	294895.7	334182.78	893187.94	633304.75	1078802.5	
RhASF-10_1_2836	RhASF-10_1_2836 rank: C; histidine triad (HIT) family protein [EC:3.9.1.-] (db=kegg)	RhASF-10_1_2836 rank: C; histidine triad (HIT) family protein [EC:3.9.1.-] (db=kegg)		149			RhASF-10_1_2836 rank: C; histidine triad (HIT) family protein [EC:3.9.1.-] (db=kegg)	1.0	0.999	3	54	54	54	9	10	11	5	12	7	9	10	11	5	12	7	9	10	11	5	12	7	97094.65	204483.31	163287.94	342933.38	303638.75	345111.16	52901.01	56491.625	59573.91	86538.65	102684.64	91566.2	
RhASF-10_1_2837	RhASF-10_1_2837 rank: C; dipeptidase E [EC:3.4.13.21] (db=kegg)	RhASF-10_1_2837 rank: C; dipeptidase E [EC:3.4.13.21] (db=kegg)		214			RhASF-10_1_2837 rank: C; dipeptidase E [EC:3.4.13.21] (db=kegg)	1.0	0.999	3	31	31	31	5	6	4	8	4	4	5	6	4	8	4	4	5	6	4	8	4	4	29181.31	31632.75	39216.125	80054.84	71165.28	83997.1	16855.406	18224.988	17388.727	35366.293	35374.19	37255.75	
RhASF-10_1_2839	RhASF-10_1_2839 rank: E	RhASF-10_1_2839 rank: E		191			RhASF-10_1_2839 rank: E	0.9998	0.999	2	10	10	10	0	0	0	5	3	2	0	0	0	5	3	2	0	0	0	5	3	2	7679.601	9335.146	11049.227	61128.285	41466.0	53344.71	0.0	0.0	0.0	41268.043	33373.78	34325.914	
RhASF-10_1_284	RhASF-10_1_284 rank: C; demethyl-4-deoxygadusol synthase [EC:4.2.3.154] (db=kegg)	RhASF-10_1_284 rank: C; demethyl-4-deoxygadusol synthase [EC:4.2.3.154] (db=kegg)		403			RhASF-10_1_284 rank: C; demethyl-4-deoxygadusol synthase [EC:4.2.3.154] (db=kegg)	1.0	0.999	14	122	122	122	16	21	20	18	21	26	16	21	20	18	21	26	16	21	20	18	21	26	190434.31	323017.28	220376.64	350317.84	375470.72	508616.84	36586.406	38615.414	40280.414	66081.21	71079.055	72279.91	
RhASF-10_1_2840	RhASF-10_1_2840 rank: D; Protein of unknown function (DUF3558) [PF12079.13] (db=pfam)	RhASF-10_1_2840 rank: D; Protein of unknown function (DUF3558) [PF12079.13] (db=pfam)		178			RhASF-10_1_2840 rank: D; Protein of unknown function (DUF3558) [PF12079.13] (db=pfam)	1.0	0.999	2	14	14	14	0	0	0	4	5	5	0	0	0	4	5	5	0	0	0	4	5	5	11659.136	0.0	10724.769	66970.35	97697.51	72352.164	0.0	0.0	0.0	34153.88	46168.246	36229.492	
RhASF-10_1_2841	RhASF-10_1_2841 rank: C; glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14] (db=kegg)	RhASF-10_1_2841 rank: C; glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14] (db=kegg)		460			RhASF-10_1_2841 rank: C; glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14] (db=kegg)	1.0	0.999	21	149	149	149	5	6	4	43	36	55	5	6	4	43	36	55	5	6	4	43	36	55	367538.2	482980.4	384759.72	948062.5	618017.5	1031219.1	71879.81	79781.15	81229.43	455946.34	309147.44	468409.62	
RhASF-10_1_2842	RhASF-10_1_2842 rank: C; taurine---2-oxoglutarate transaminase [EC:2.6.1.55] (db=kegg)	RhASF-10_1_2842 rank: C; taurine---2-oxoglutarate transaminase [EC:2.6.1.55] (db=kegg)		436			RhASF-10_1_2842 rank: C; taurine---2-oxoglutarate transaminase [EC:2.6.1.55] (db=kegg)	1.0	0.999	21	304	304	304	37	41	43	60	54	69	37	41	43	60	54	69	37	41	43	60	54	69	1266075.2	1257992.8	1231918.5	2111432.0	2067514.8	2140305.0	176123.89	173042.47	173578.7	293048.3	307694.75	298581.2	
RhASF-10_1_2843	RhASF-10_1_2843 rank: C; NitT/TauT family transport system substrate-binding protein (db=kegg)	RhASF-10_1_2843 rank: C; NitT/TauT family transport system substrate-binding protein (db=kegg)		378			RhASF-10_1_2843 rank: C; NitT/TauT family transport system substrate-binding protein (db=kegg)	1.0	0.999	6	58	58	58	3	6	4	18	11	16	3	6	4	18	11	16	3	6	4	18	11	16	76323.11	54958.582	73613.0	368865.66	270688.94	364414.06	22975.031	18911.115	23970.223	110367.03	78461.586	113070.0	
RhASF-10_1_2845	RhASF-10_1_2845 rank: C; NitT/TauT family transport system ATP-binding protein (db=kegg)	RhASF-10_1_2845 rank: C; NitT/TauT family transport system ATP-binding protein (db=kegg)		259			RhASF-10_1_2845 rank: C; NitT/TauT family transport system ATP-binding protein (db=kegg)	1.0	0.999	7	16	16	16	0	0	0	6	1	9	0	0	0	6	1	9	0	0	0	6	1	9	0.0	0.0	0.0	71878.52	59151.742	81338.56	0.0	0.0	0.0	23337.281	20325.256	27184.047	
RhASF-10_1_2847	RhASF-10_1_2847 rank: C; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2] (db=kegg)	RhASF-10_1_2847 rank: C; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2] (db=kegg)		343			RhASF-10_1_2847 rank: C; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2] (db=kegg)	1.0	0.999	12	76	76	76	0	0	0	25	24	27	0	0	0	25	24	27	0	0	0	25	24	27	0.0	2862.7534	0.0	578926.7	518542.28	518925.3	0.0	0.0	0.0	118483.836	121573.27	104724.53	
RhASF-10_1_2848	RhASF-10_1_2848 rank: C; dihydropyrimidinase [EC:3.5.2.2] (db=kegg)	RhASF-10_1_2848 rank: C; dihydropyrimidinase [EC:3.5.2.2] (db=kegg)		473			RhASF-10_1_2848 rank: C; dihydropyrimidinase [EC:3.5.2.2] (db=kegg)	1.0	0.999	17	148	148	148	0	1	0	48	53	46	0	1	0	48	53	46	0	1	0	48	53	46	48338.703	29140.064	54476.008	1711891.1	1245725.5	1613466.0	10294.912	10220.754	11403.698	228867.31	160672.08	219801.64	
RhASF-10_1_2849	RhASF-10_1_2849 rank: C; beta-ureidopropionase [EC:3.5.1.6] (db=kegg)	RhASF-10_1_2849 rank: C; beta-ureidopropionase [EC:3.5.1.6] (db=kegg)		280			RhASF-10_1_2849 rank: C; beta-ureidopropionase [EC:3.5.1.6] (db=kegg)	1.0	0.999	10	191	191	191	12	16	17	43	51	52	12	16	17	43	51	52	12	16	17	43	51	52	91250.84	182687.53	122695.055	2051801.1	1597204.8	2073721.9	27895.105	28651.846	33127.58	492560.97	366937.88	486986.62	
RhASF-10_1_285	RhASF-10_1_285 rank: D; Haloacid dehalogenase-like hydrolase [PF13419.11]; haloacid dehalogenase-like hydrolase [PF00702.31] (db=pfam)	RhASF-10_1_285 rank: D; Haloacid dehalogenase-like hydrolase [PF13419.11]; haloacid dehalogenase-like hydrolase [PF00702.31] (db=pfam)		221			RhASF-10_1_285 rank: D; Haloacid dehalogenase-like hydrolase [PF13419.11]; haloacid dehalogenase-like hydrolase [PF00702.31] (db=pfam)	1.0	0.999	4	54	54	54	4	2	5	12	18	13	4	2	5	12	18	13	4	2	5	12	18	13	64354.074	51402.254	59130.76	308246.16	484735.56	315741.03	41435.367	38572.52	61238.95	173183.88	200423.8	173444.94	
RhASF-10_1_2850	RhASF-10_1_2850 rank: D; ATP dependent DNA ligase domain [PF01068.26]; DNA ligase N terminus [PF04675.19]; ATP dependent DNA ligase C terminal region [PF04679.20] (db=pfam)	RhASF-10_1_2850 rank: D; ATP dependent DNA ligase domain [PF01068.26]; DNA ligase N terminus [PF04675.19]; ATP dependent DNA ligase C terminal region [PF04679.20] (db=pfam)		502			RhASF-10_1_2850 rank: D; ATP dependent DNA ligase domain [PF01068.26]; DNA ligase N terminus [PF04675.19]; ATP dependent DNA ligase C terminal region [PF04679.20] (db=pfam)	1.0	0.999	10	66	66	66	6	8	10	13	13	16	6	8	10	13	13	16	6	8	10	13	13	16	159805.06	148061.36	143747.56	375743.28	403365.2	379236.16	43655.242	39474.56	40447.52	77236.27	77314.56	72657.35	
RhASF-10_1_2851	RhASF-10_1_2851 rank: C; para-nitrobenzyl esterase [EC:3.1.1.-] (db=kegg)	RhASF-10_1_2851 rank: C; para-nitrobenzyl esterase [EC:3.1.1.-] (db=kegg)		520			RhASF-10_1_2851 rank: C; para-nitrobenzyl esterase [EC:3.1.1.-] (db=kegg)	1.0	0.999	12	103	103	103	10	7	13	17	32	24	10	7	13	17	32	24	10	7	13	17	32	24	136237.78	142833.48	148647.2	394335.2	378159.72	384573.72	37081.375	34617.1	40678.773	81546.01	72331.92	76502.42	
RhASF-10_1_2853	RhASF-10_1_2853 rank: C; MFS transporter, SP family, sugar:H+ symporter (db=kegg)	RhASF-10_1_2853 rank: C; MFS transporter, SP family, sugar:H+ symporter (db=kegg)		465			RhASF-10_1_2853 rank: C; MFS transporter, SP family, sugar:H+ symporter (db=kegg)	1.0	0.999	4	47	43	47	7	6	7	10	9	8	7	6	7	7	9	7	7	6	7	10	9	8	119811.47	146998.33	150872.61	230514.97	312225.03	273419.25	48892.74	62468.473	53402.76	90915.516	100018.6	103341.36	
RhASF-10_1_2855	RhASF-10_1_2855 rank: D; NMT1/THI5 like [PF09084.16]; NMT1-like family [PF13379.11] (db=pfam)	RhASF-10_1_2855 rank: D; NMT1/THI5 like [PF09084.16]; NMT1-like family [PF13379.11] (db=pfam)		337			RhASF-10_1_2855 rank: D; NMT1/THI5 like [PF09084.16]; NMT1-like family [PF13379.11] (db=pfam)	0.996	0.999	2	6	6	6	3	1	2	0	0	0	3	1	2	0	0	0	3	1	2	0	0	0	30438.148	31070.965	32699.047	14139.78	12943.985	10238.485	18436.441	18446.52	19460.254	8640.054	0.0	0.0	
